index	syllables	pieces	method	preview
1685	77	1	STAGE2_MANUAL	གཉིས་པ་སྟོན་པའི་ཐུགས་དགོངས་རྫོགས་པའི་ཕྱིར་གུས་པར་བྱ་བ་ལ་ལྔ། 
1689	150	1	STAGE2_MANUAL	དེ་གང་ཞེ་ན། ནམ་དུ་ཡང་གཡོ་དང་སྒྱུ་མེད་པར་སེམས་ཅན་ཐམས་ཅད་ལ་མ་འ
1692	236	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་བདག་ཅག་གི་སྟོན་པ་ཤཱཀྱའི་དབང་པོ་དེ་ཉིད་ཀྱ
1695	76	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། མདོར་ན་བདག་གི་རྗེ་བོ་ནི་སངས་རྒྱས་ཡིན་ལ་དེས་ཀྱང
1698	50	1	STAGE2_MANUAL	དེས་ན་བདག་གི་རྗེ་བོ་ཡང་གང་གི་ཆེད་དུ་རང་གི་སྐུ་ལའང་མི་གཟིགས་པ
1701	69	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་སེམས་ཅན་གང་དག་བདེ་བས་ཐུབ་རྣམས་མཉེས་པར་འག
1702	173	1	STAGE2_MANUAL	དེ་ལྟ་མོད་ཀྱི་སངས་རྒྱས་ལ་མཉེས་མ་མཉེས་ཡོད་ན་དེ་ལ་ཆགས་སྡང་ཡང་ཡ
1705	128	1	STAGE2_MANUAL	འོན་ཀྱང་སེམས་ཅན་དག་ཆོས་ཡང་དག་པ་ལ་ཞུགས་པ་ན་མཉེས་པ་དང་དེ་ལས་ལྡ
1706	216	1	STAGE2_MANUAL	དེས་ན་སེམས་ཅན་ལ་གནོད་པ་བྱས་ན་མཆོག་གི་སྤྲུལ་པའི་སྐུར་བཞེངས་པའ
1709	42	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་མི་ཞིག་ལུས་ལ་མེ་འབར་བ་ན་དེ་མ་ཞིའི་བར་ཅིས
1714	105	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེས་ན་བདག་གིས་སྔོན་སེམས་ཅན་ལ་གནོད་པ་བྱས་པས་སངས
1717	96	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་སེམས་ཅན་འདི་དག་སངས་རྒྱས་རྣམས་ཀྱི
1724	78	1	STAGE2_MANUAL	ཞེས་བཤད་ཟིན་པའི་ཕྱིར། རང་དོན་ཡང་དག་སྒྲུབ་པའང་འདི་ཉིད་དེ། བྱི
1725	41	4	newline-expand	ཉི་མའི་དཀྱིལ་འཁོར་གང་ཚེ་འོད་ཀྱི་དྲ་བ་འགྱེད།།
དེ་ཚེ་སེམས་ཅན་ལ
1730	67	1	STAGE2_MANUAL	རྒྱལ་པོའི་མཐུ་སྟོབས་དེ་ཡི་དཔུང༌།། ཞེས་གསུངས་ཏེ། དེ་རིགས་ཏེ་ད
1732	110	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་བཞིན་དུ་སྐྱེ་བ་ཕྱི་མ་ནས་ཕྱི་མ་དཔག་ཏུ་མེད་པར
1734	69	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེའི་ཕྱིར་རྒྱལ་པོ་གཏུམ་པོ་གཟུ་ལུམས་ཅན་ནི་ཅིས་ཀ
1737	46	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་རྒྱལ་པོ་ནི་ཤིན་ཏུ་ཁྲོས་ཀྱང་ནོར་ད
1739	53	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཡང་རྒྱལ་པོ་ནི་ཤིན་ཏུ་མགུ་ནའང་རྒྱལ་སྲིད་ཀྱི་ཕྱེ
1743	60	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ཡང༌། སེམས་ཅན་མགུ་ལས་བྱུང་བ་ཡིས།། མ་འོངས་སངས
1746	68	1	STAGE2_MANUAL	དེ་ཡང་སེམས་ཅན་ལ་ཕན་བདེར་བྱས་པའི་མཐར་ཐུག་གི་དངོས་འབྲས་ནི་རྫོག
1747	50	1	STAGE2_MANUAL	མ་མཐོང་བའི་ཆོས་ཚེ་རབས་གཞན་དག་ལ་ཡང་གཟུགས་མཛེས་ཤིང་ལྟ་ན་སྡུག་པ
1750	41	1	STAGE2_MANUAL	དེ་ལ་ལེའུའི་འབྲེལ་ནི། དེ་ལྟར་བཟོད་པ་དང་ལྡན་ན་བརྩོན་འགྲུས་བརྩ
1764	42	1	STAGE2_MANUAL	འགྲེལ་ཆེན་ལས་ཀྱང༌། བརྩོན་འགྲུས་གང་ཞེ་ན། དགེ་བའི་ལས་སྦྱིན་པ་ལ
1768	70	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འདི་ལྟར་བརྩོན་འགྲུས་ཀྱི་མི་མཐུན་ཕྱོགས་ནི་བྱ་བར
1771	101	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སོས་དལ་དུ་སྡོད་པ་ཙམ་ལ་དགའ་བའི་སྙོམས་ལས་ལ་བདེ་བ
1773	43	1	STAGE2_MANUAL	དང་པོ་ལ་དྲུག སྐྱེས་པའི་ཕྱིར་འཆི་ངེས་པར་བསྟན། རང་གཞན་ཀུན་ཀྱང་
1776	62	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ཉོན་མོངས་པ་ཉ་པ་ལྟ་བུས་འདུས་བྱས་པའི་སྐྱེ་
1779	116	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འོན་ཏེ་ཡིད་མི་ཆེས་ན་རང་དང་སྐྱེ་གནས་གཅིག་པའི་སྡ
1784	66	1	STAGE2_MANUAL	ཅེས་དང༌། རྒྱལ་པོ་གཟུགས་ཅན་སྙིང་པོ་ལ་གདམས་པའི་མདོ་ལས། རྒྱལ་པོ
1785	56	1	STAGE2_MANUAL	དེ་བཞིན་དུ་འཇིགས་པ་ཆེན་པོ་འདི་དག་འབྱུང་སྟེ། བཞི་གང་ཞེ་ན། རྒ་
1786	41	1	STAGE2_MANUAL	ཞེས་པ་ལྟར་བདག་ལ་འབྲོས་པའི་ལམ་ནི་མེད་ལ། འཆི་བདག་གིས་ནི་བདག་ལ་
1789	57	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་ཚེ་ལ་ལོང་མེད་པའི་ཕྱིར། མྱུར་དུ་འ
1792	51	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བྱ་བ་ཁ་ཅིག་ནི་མགོ་བརྩམས། ཁ་ཅིག་ནི་ཕྱེད་ཟིན་པ་ས
1796	135	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེའི་ཚེ་མཛའ་བཤེས་དང་འབྲལ་བར་ཤེས་ཏེ། རེ་ཐག་ཆད་པ
1797	45	1	STAGE2_MANUAL	གཉིས་པ་ཕྱི་མར་ངན་སོང་ལ་འཇིགས་པས་བསྐུལ་བ་ལ་བཞི། དམྱལ་བའི་སྡུག
1800	193	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ཁྱོད་ནི་འཆི་བ་ན་ཡང་གནད་གཅོད་ཀྱི་སྡུག་བསྔ
1807	183	1	STAGE2_MANUAL	ངན་སོང་དུ་ནི་སྡིག་པའི་ལས་ཀྱིས་ལུས་གཞོན་ཤ་ཅན་ཤིན་ཏུ་རྙི་བར་འག
1813	69	1	STAGE2_MANUAL	རྨོངས་པ་དུས་སུ་གཉིད་མ་ལྡོག། ཅེས་གསུངས་ཏེ། དེས་ན་དལ་འབྱོར་གྱི
1816	128	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དུས་སྟོན་དང༌། གླུ་གར་དང༌། མགྲོན་དུ་བོད་པ་སོགས་
1828	119	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བྱང་ཆུབ་ནི་བསོད་ནམས་ཅན་རྣམས་ཀྱིས་འཐོབ་ཀྱི་བདག་
1832	55	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེས་ན་སྦྲང་བུ་སོགས་ཀྱིས་ཀྱང་སེམས་སྐྱེད་པ་ཡོད་ན
1834	66	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེས་ན་བདག་ད་ལྟ་དལ་འབྱོར་གྱི་ལུས་ཐོབ་ལ། ཕན་གནོད
1839	169	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ཡང་བྱང་ཆུབ་སྒྲུབ་པ་ནི་མགོ་དང་རྐང་ལག་ལ་སོགས་
1842	67	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འདི་ལྟར་མ་སྤྱད་ན་འཁོར་བ་མཐའ་མེད་དུ་འཁྱམ་ཞིང་དེ
1846	107	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་ལྕི་ཡང་ལ་དཔྱད་ན་བྱང་ཆུབ་སྒྲུབ་པའི་སྡུག་
1849	68	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱིས་རྫོགས་པའི་སངས་རྒྱས་ཀྱིས་ནི་གཏར་
1853	79	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ངེས་པར་མགོ་ལ་སོགས་པ་གཏོང་དགོས་སོ་ཞེས་ཁྱབ་འཇུག་
1856	69	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། མཐར་ལུས་དང་ཚོད་མའང་མཉམ་པར་མཐོང་སྟེ། གཉི་ག་ལ་སེ
1857	41	4	newline-expand	སྡུག་དང་མི་སྡུག་ཀུན་ལ་ལྟ་བ་མེད་པ་ཡིན།།
མགོ་དང་རྐང་ལག་གཏོང་ཞི
1859	67	1	STAGE2_MANUAL	ཞེས་གསུངས་པ་ཡིན་གྱི་དུས་མིན་དུ་ལྕེབ་དགོས་པར་བསྟན་པ་མིན་ལ། དེ
1863	380	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། ཁ་ཅིག་བྱང་ཆུབ་སེམས་དཔའ་ནི་འཁོར་བར་བསྐལ་པ་མཐའ་ཡ
1866	126	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་བསོད་ནམས་གཞལ་དུ་མེད་པ་སྐད་ཅིག་རེ་རེ་ལ་ཡང
1869	438	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། འདི་ལྟར་བྱང་ཆུབ་སེམས་དཔའ་གཅིག་ཁོ་ནས་ཆོས་ཐམས་ཅད
1873	92	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་སྐྱོ་འཇིགས་ཐམས་ཅད་ལས་རྣམ་པར་རྒྱལ་བའི་བྱང
1879	140	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། རྒྱལ་པོ་ཆེན་པོ་རྣམས་དཔུང་ཚོགས་ཡན་ལག་བཞིས་ཕས་རྒ
1880	95	1	STAGE2_MANUAL	དེ་དག་གི་རྒྱུ་ཡང་སྡུག་བསྔལ་ལ་འཇིགས་པ་དང་བརྩོན་འགྲུས་ཀྱི་ཕན་ཡ
1891	154	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ཉེས་པ་དོར་བ་དང་ཡོན་ཏན་སྒྲུབ་པ་དེ་གཉིས་ཀྱ
1895	92	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་རང་རྒྱུད་ལ་ཉོན་མོངས་པ་བཅོམ་པ་སོགས་ཀྱི་ཡོ
1904	43	1	STAGE2_MANUAL	ཞེས་གསུངས་ཤིང༌། མོས་པ་ནི་དད་པ་ཉིད་ཡིན་ལ། དད་པ་ནི་ཐར་པའི་རྒྱུ
1905	42	1	STAGE2_MANUAL	གསུམ་པ་མོས་པ་སྐྱེ་བའི་རྒྱུ་ལ་བཞི། ལས་རྒྱུ་འབྲས་བསམ་པ་མོས་པའི
1908	75	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དད་པའི་རྒྱུ་ནི་དཀར་ནག་གི་ལས་འབྲས་བསམ་པ་ཁོ་ན་ཡི
1917	87	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་དགེ་བ་བྱེད་པ་ནི་གང་དུ་ཕྱིན་ཡང་བདེ་བ་འཐོབ
1918	259	1	STAGE2_MANUAL	གང་སྡིག་པ་མི་བཟད་པ་བྱས་པ་ནི་གང་དུ་ཕྱིན་ཡང་སྡུག་བསྔལ་བ་ཉིད་མྱ
1919	51	1	STAGE2_MANUAL	དེ་ལྟར་བསོད་ནམས་ཀྱི་ལས་ཀྱི་འབྲས་བུ་ཤིན་ཏུ་དཀར་བ་དང་བསོད་ནམས་
1922	81	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བསོད་ནམས་ཀྱི་ལས་ཀྱིས་བདེ་བ་ཅན་ལ་སོགས་པ་དག་པའི་
1923	120	1	STAGE2_MANUAL	བཞི་པ་གཅིག་ཏུ་གནག་པའི་ལས་ཀྱི་འབྲས་བུ་བསྟན་པ་ནི། གཤིན་རྗེའི་ས
1926	63	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་ལུས་སྲོག་ཙམ་ནི་འཁོར་བ་གང་དུ་སྐྱེས་ཀྱང་རྟ
1932	113	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་སངས་རྒྱས་ཕལ་པོ་ཆེའི་རྡོ་རྗེ་རྒྱལ་མཚན་གྱི
1939	80	1	STAGE2_MANUAL	དེ་ལ་ཡང་བྱ་བ་གང་རྩོམ་ཡང་རུང་སྟེ། ཡུལ་དུས་དང་བདག་ཉིད་ཀྱི་འབྱོ
1944	60	1	STAGE2_MANUAL	དེ་ལ་བྱ་བ་གང་ཡང་མ་བརྩམས་པ་ནི་མཆོག་ཡིན་མོད་ཀྱང༌། གང་ཞིག་ཕན་ཡོ
1947	81	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་ཐོག་མར་བྱ་བར་བརྩམས་ལ། དེ་ནས་མ་སྒྲུབས་པར་
1952	42	1	STAGE2_MANUAL	ཞུགས་པ་ལ་བརྟན་པ་དེ་ཡང་གཉེན་པོའི་ང་རྒྱལ་གསུམ་གྱིས་སྒྲུབ་སྟེ། 
1960	144	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ཉོན་མོངས་པས་བྲན་དུ་བཀོལ་བའི་སེམས་ཅན་འདི་
1962	164	1	STAGE2_MANUAL	བདག་ལ་ང་རྒྱལ་མེད་པ་མཆོག། ཅེས་གསུངས་ཏེ། སེམས་ཅན་ཉོན་མོངས་པའི་
1965	85	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། ནུས་པའི་ང་རྒྱལ་སྒོམ་ཚུལ་ཡང༌། དཔེར་ན། བྱ་ཁྭ་རྣམ
1967	61	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་བདག་འདྲ་བས་མི་ནུས་སོ་ཞེས་ཞུམ་ཞིང་སྒྱིད་ལ
1969	58	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་སེམས་བརྟན་ཞིང་མི་གཡོ་བས་རང་རྒྱུད་ཀྱི་ཉེས
1971	88	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཆོས་ཐམས་ཅད་ནི་རང་གི་རྣམ་རྟོག་ཙམ་དུ་ཟད་པས་རྣམ་ར
1973	89	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། མི་གཙང་བ་ལ་གཙང་བར་འཁྲུལ་བ་ལྟ་བུའི་ཉོན་མོངས་པའི
1976	68	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྤང་བྱའི་ང་རྒྱལ་ནི་གཞོམ་པར་བྱ་དགོས་ཏེ། སེམས་ཅན
1979	97	1	STAGE2_MANUAL	ཉོན་མོངས་ཀྱི་ང་རྒྱལ་དེ་གང་ཞེ་ན། བདག་ཏུ་ཞེན་པ་ལས་སླར་བདག་ཉིད་
